tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,formation_error,d1_track,d1_formation,d1_avoidance,d1_altitude,d2_track,d2_formation,d2_avoidance,d2_altitude
625,0.2217,4.908,6.099,-5.027,4.985,5.228,-4.983,-0.153,6.100,-5.004,0.023,5.227,-4.991,0.038,0.878,0.039,0.000,0.017,0.884,0.039,0.000,0.009
626,0.2367,4.892,6.170,-5.043,4.982,5.306,-4.968,-0.171,6.175,-5.027,0.021,5.303,-4.974,0.039,0.876,0.040,0.000,0.032,0.885,0.040,0.000,0.026
627,0.2517,4.872,6.231,-5.054,4.979,5.394,-4.959,-0.187,6.260,-5.036,0.017,5.376,-4.966,0.041,0.863,0.042,0.000,0.041,0.887,0.042,0.000,0.034
628,0.2667,4.849,6.303,-5.053,4.976,5.480,-4.960,-0.203,6.333,-5.034,0.009,5.461,-4.967,0.037,0.853,0.038,0.000,0.040,0.877,0.038,0.000,0.033
629,0.2817,4.826,6.358,-5.041,4.971,5.577,-4.970,-0.220,6.422,-5.024,0.000,5.537,-4.976,0.050,0.830,0.050,0.000,0.030,0.876,0.050,0.000,0.024
630,0.2967,4.800,6.430,-5.022,4.965,5.670,-4.986,-0.237,6.493,-5.005,-0.012,5.631,-4.992,0.046,0.813,0.046,0.000,0.014,0.856,0.046,0.000,0.008
631,0.3117,4.773,6.498,-4.998,4.958,5.762,-5.004,-0.255,6.569,-4.989,-0.024,5.718,-5.007,0.047,0.797,0.047,0.000,0.004,0.844,0.047,0.000,0.007
632,0.3267,4.744,6.573,-4.980,4.949,5.849,-5.018,-0.273,6.636,-4.977,-0.041,5.810,-5.019,0.040,0.785,0.040,0.000,0.018,0.826,0.040,0.000,0.019
633,0.3417,4.715,6.639,-4.972,4.938,5.929,-5.023,-0.293,6.712,-4.975,-0.057,5.884,-5.022,0.046,0.781,0.046,0.000,0.023,0.826,0.046,0.000,0.022
634,0.3567,4.684,6.707,-4.980,4.925,6.008,-5.017,-0.314,6.785,-4.980,-0.076,5.960,-5.017,0.048,0.776,0.048,0.000,0.017,0.822,0.048,0.000,0.017
635,0.3717,4.651,6.787,-4.999,4.912,6.078,-5.001,-0.333,6.845,-4.996,-0.098,6.041,-5.002,0.038,0.780,0.038,0.000,0.001,0.812,0.038,0.000,0.002
636,0.3867,4.617,6.867,-5.020,4.898,6.141,-4.984,-0.355,6.905,-5.016,-0.119,6.117,-4.985,0.029,0.792,0.029,0.000,0.016,0.808,0.029,0.000,0.015
637,0.4017,4.585,6.945,-5.044,4.879,6.212,-4.966,-0.381,6.965,-5.032,-0.142,6.200,-4.970,0.024,0.793,0.025,0.000,0.034,0.798,0.025,0.000,0.030
638,0.4167,4.555,7.023,-5.057,4.859,6.274,-4.957,-0.411,7.024,-5.038,-0.162,6.273,-4.964,0.021,0.804,0.022,0.000,0.043,0.797,0.022,0.000,0.036
639,0.4317,4.527,7.102,-5.057,4.835,6.335,-4.958,-0.444,7.082,-5.033,-0.183,6.348,-4.967,0.022,0.813,0.024,0.000,0.042,0.795,0.024,0.000,0.033
640,0.4467,4.501,7.176,-5.043,4.809,6.390,-4.970,-0.483,7.144,-5.019,-0.201,6.410,-4.979,0.023,0.827,0.024,0.000,0.030,0.804,0.024,0.000,0.021
641,0.4617,4.473,7.255,-5.023,4.786,6.435,-4.987,-0.520,7.200,-4.998,-0.219,6.470,-4.996,0.035,0.851,0.036,0.000,0.013,0.817,0.036,0.000,0.004
642,0.4767,4.447,7.328,-4.998,4.759,6.485,-5.007,-0.561,7.261,-4.978,-0.236,6.527,-5.014,0.042,0.869,0.043,0.000,0.007,0.832,0.043,0.000,0.014
643,0.4917,4.421,7.398,-4.973,4.729,6.544,-5.025,-0.605,7.323,-4.964,-0.255,6.591,-5.028,0.050,0.878,0.050,0.000,0.025,0.841,0.050,0.000,0.028
644,0.5067,4.394,7.462,-4.961,4.701,6.605,-5.033,-0.651,7.391,-4.960,-0.271,6.649,-5.033,0.053,0.886,0.053,0.000,0.033,0.856,0.053,0.000,0.033
645,0.5217,4.367,7.524,-4.965,4.670,6.675,-5.029,-0.698,7.460,-4.964,-0.289,6.715,-5.030,0.057,0.883,0.057,0.000,0.029,0.863,0.057,0.000,0.030
646,0.5367,4.332,7.597,-4.979,4.644,6.738,-5.017,-0.738,7.516,-4.980,-0.312,6.788,-5.017,0.067,0.890,0.067,0.000,0.017,0.863,0.067,0.000,0.017
647,0.5517,4.297,7.658,-5.002,4.617,6.806,-5.000,-0.780,7.583,-4.997,-0.335,6.853,-5.002,0.067,0.890,0.067,0.000,0.000,0.868,0.067,0.000,0.002
648,0.5667,4.256,7.718,-5.026,4.588,6.882,-4.982,-0.820,7.651,-5.011,-0.365,6.924,-4.987,0.063,0.883,0.063,0.000,0.018,0.867,0.063,0.000,0.013
649,0.5817,4.214,7.770,-5.043,4.560,6.962,-4.971,-0.858,7.725,-5.016,-0.395,6.990,-4.980,0.053,0.874,0.054,0.000,0.029,0.869,0.054,0.000,0.020
650,0.5967,4.163,7.830,-5.044,4.535,7.041,-4.971,-0.891,7.789,-5.013,-0.432,7.067,-4.982,0.042,0.866,0.044,0.000,0.029,0.860,0.044,0.000,0.018
651,0.6117,4.115,7.879,-5.031,4.509,7.125,-4.980,-0.928,7.864,-5.005,-0.465,7.135,-4.989,0.028,0.854,0.030,0.000,0.020,0.859,0.030,0.000,0.011
652,0.6267,4.062,7.931,-5.006,4.480,7.220,-4.998,-0.962,7.934,-4.993,-0.506,7.218,-5.003,0.015,0.832,0.016,0.000,0.002,0.842,0.016,0.000,0.003
653,0.6417,4.006,7.988,-4.983,4.454,7.301,-5.015,-0.996,7.997,-4.981,-0.545,7.295,-5.016,0.006,0.825,0.006,0.000,0.015,0.830,0.006,0.000,0.016
654,0.6567,3.952,8.040,-4.958,4.421,7.392,-5.031,-1.031,8.065,-4.973,-0.589,7.376,-5.026,0.019,0.806,0.020,0.000,0.031,0.813,0.020,0.000,0.026
655,0.6717,3.899,8.088,-4.948,4.387,7.477,-5.038,-1.071,8.135,-4.973,-0.631,7.447,-5.029,0.035,0.793,0.036,0.000,0.038,0.805,0.036,0.000,0.029
656,0.6867,3.845,8.144,-4.954,4.357,7.542,-5.033,-1.112,8.196,-4.977,-0.671,7.509,-5.024,0.043,0.797,0.044,0.000,0.033,0.807,0.044,0.000,0.024
657,0.7017,3.788,8.203,-4.974,4.321,7.611,-5.017,-1.151,8.252,-4.992,-0.717,7.580,-5.011,0.049,0.796,0.049,0.000,0.017,0.796,0.049,0.000,0.011
658,0.7167,3.736,8.259,-4.999,4.283,7.677,-4.999,-1.196,8.310,-5.009,-0.760,7.645,-4.995,0.053,0.795,0.054,0.000,0.001,0.794,0.054,0.000,0.005
659,0.7317,3.688,8.311,-5.022,4.239,7.746,-4.981,-1.248,8.370,-5.024,-0.801,7.709,-4.980,0.054,0.789,0.054,0.000,0.019,0.793,0.054,0.000,0.020
660,0.7467,3.644,8.365,-5.033,4.191,7.808,-4.972,-1.304,8.428,-5.034,-0.841,7.769,-4.972,0.051,0.786,0.051,0.000,0.028,0.796,0.051,0.000,0.028
661,0.7617,3.595,8.425,-5.029,4.145,7.859,-4.974,-1.358,8.476,-5.035,-0.884,7.828,-4.972,0.043,0.792,0.043,0.000,0.026,0.798,0.043,0.000,0.028
662,0.7767,3.550,8.481,-5.017,4.097,7.905,-4.984,-1.418,8.528,-5.025,-0.923,7.876,-4.981,0.035,0.801,0.035,0.000,0.016,0.810,0.035,0.000,0.019
663,0.7917,3.503,8.539,-5.002,4.046,7.946,-4.998,-1.477,8.576,-5.003,-0.966,7.923,-4.998,0.026,0.811,0.026,0.000,0.002,0.821,0.026,0.000,0.002
664,0.8067,3.462,8.591,-4.982,3.991,7.989,-5.015,-1.543,8.629,-4.982,-1.006,7.965,-5.015,0.024,0.817,0.024,0.000,0.015,0.837,0.024,0.000,0.015
665,0.8217,3.419,8.642,-4.970,3.939,8.031,-5.026,-1.609,8.681,-4.966,-1.044,8.006,-5.027,0.030,0.827,0.030,0.000,0.026,0.857,0.030,0.000,0.027
666,0.8367,3.368,8.699,-4.968,3.887,8.075,-5.029,-1.669,8.725,-4.958,-1.089,8.059,-5.032,0.028,0.834,0.029,0.000,0.029,0.862,0.029,0.000,0.032
667,0.8517,3.319,8.755,-4.976,3.837,8.123,-5.023,-1.732,8.769,-4.965,-1.131,8.113,-5.026,0.033,0.840,0.034,0.000,0.023,0.868,0.034,0.000,0.026
668,0.8667,3.264,8.813,-4.990,3.788,8.172,-5.009,-1.790,8.809,-4.987,-1.178,8.174,-5.010,0.034,0.844,0.034,0.000,0.009,0.865,0.034,0.000,0.010
669,0.8817,3.208,8.867,-5.008,3.739,8.221,-4.992,-1.850,8.851,-5.012,-1.224,8.231,-4.991,0.038,0.849,0.038,0.000,0.008,0.867,0.038,0.000,0.009
670,0.8967,3.149,8.920,-5.026,3.687,8.275,-4.976,-1.907,8.892,-5.034,-1.277,8.293,-4.973,0.039,0.848,0.040,0.000,0.024,0.860,0.040,0.000,0.027
671,0.9117,3.089,8.968,-5.036,3.636,8.333,-4.968,-1.965,8.937,-5.045,-1.330,8.352,-4.965,0.039,0.846,0.039,0.000,0.032,0.855,0.039,0.000,0.035
672,0.9267,3.019,9.022,-5.035,3.590,8.391,-4.969,-2.014,8.975,-5.043,-1.390,8.420,-4.966,0.036,0.846,0.036,0.000,0.031,0.839,0.036,0.000,0.034
673,0.9417,2.957,9.060,-5.023,3.539,8.460,-4.979,-2.072,9.026,-5.033,-1.443,8.481,-4.975,0.028,0.835,0.028,0.000,0.021,0.834,0.028,0.000,0.025
674,0.9567,2.879,9.113,-5.009,3.496,8.522,-4.992,-2.117,9.060,-5.009,-1.506,8.555,-4.992,0.034,0.835,0.034,0.000,0.008,0.811,0.034,0.000,0.008
675,0.9717,2.808,9.156,-4.991,3.448,8.590,-5.008,-2.170,9.103,-4.990,-1.565,8.623,-5.008,0.036,0.829,0.036,0.000,0.008,0.797,0.036,0.000,0.008
676,0.9867,2.744,9.187,-4.972,3.396,8.661,-5.022,-2.230,9.155,-4.978,-1.620,8.681,-5.020,0.025,0.817,0.026,0.000,0.022,0.793,0.026,0.000,0.020
677,1.0017,2.666,9.232,-4.967,3.351,8.718,-5.027,-2.277,9.192,-4.969,-1.685,8.743,-5.026,0.044,0.822,0.044,0.000,0.027,0.778,0.044,0.000,0.026
678,1.0167,2.599,9.264,-4.973,3.296,8.780,-5.022,-2.337,9.240,-4.974,-1.745,8.795,-5.022,0.043,0.816,0.043,0.000,0.022,0.774,0.043,0.000,0.022
679,1.0317,2.526,9.301,-4.989,3.243,8.835,-5.009,-2.392,9.280,-4.990,-1.808,8.848,-5.009,0.053,0.816,0.053,0.000,0.009,0.766,0.053,0.000,0.009
680,1.0467,2.463,9.331,-5.013,3.184,8.893,-4.991,-2.459,9.327,-5.007,-1.865,8.896,-4.993,0.049,0.809,0.049,0.000,0.009,0.767,0.049,0.000,0.007
681,1.0617,2.395,9.366,-5.030,3.127,8.945,-4.976,-2.521,9.366,-5.027,-1.925,8.945,-4.977,0.052,0.809,0.052,0.000,0.024,0.765,0.052,0.000,0.023
682,1.0767,2.341,9.392,-5.040,3.064,8.996,-4.968,-2.598,9.412,-5.036,-1.975,8.983,-4.969,0.040,0.803,0.040,0.000,0.032,0.777,0.040,0.000,0.031
683,1.0917,2.273,9.428,-5.038,3.008,9.033,-4.969,-2.663,9.446,-5.037,-2.032,9.022,-4.969,0.042,0.812,0.042,0.000,0.031,0.783,0.042,0.000,0.031
684,1.1067,2.218,9.456,-5.026,2.941,9.071,-4.979,-2.742,9.486,-5.025,-2.084,9.052,-4.979,0.032,0.809,0.032,0.000,0.021,0.797,0.032,0.000,0.021
685,1.1217,2.163,9.484,-5.009,2.877,9.101,-4.993,-2.821,9.525,-5.007,-2.133,9.075,-4.994,0.028,0.814,0.028,0.000,0.007,0.818,0.028,0.000,0.006
686,1.1367,2.105,9.512,-4.992,2.808,9.131,-5.009,-2.899,9.561,-4.981,-2.190,9.101,-5.013,0.031,0.813,0.031,0.000,0.009,0.831,0.031,0.000,0.013
687,1.1517,2.038,9.545,-4.984,2.753,9.156,-5.019,-2.968,9.590,-4.960,-2.243,9.127,-5.028,0.028,0.828,0.030,0.000,0.019,0.846,0.030,0.000,0.028
688,1.1667,1.979,9.575,-4.976,2.682,9.190,-5.026,-3.047,9.620,-4.950,-2.301,9.162,-5.035,0.033,0.824,0.034,0.000,0.026,0.853,0.034,0.000,0.035
689,1.1817,1.918,9.605,-4.979,2.617,9.225,-5.023,-3.125,9.647,-4.958,-2.356,9.198,-5.030,0.038,0.825,0.039,0.000,0.023,0.861,0.039,0.000,0.030
690,1.1967,1.856,9.636,-4.991,2.547,9.263,-5.010,-3.201,9.672,-4.980,-2.417,9.240,-5.014,0.042,0.819,0.042,0.000,0.010,0.862,0.042,0.000,0.014
691,1.2117,1.793,9.664,-5.011,2.479,9.301,-4.992,-3.279,9.698,-5.006,-2.476,9.280,-4.994,0.050,0.816,0.050,0.000,0.008,0.865,0.050,0.000,0.006
692,1.2267,1.719,9.698,-5.027,2.416,9.335,-4.977,-3.346,9.716,-5.030,-2.543,9.323,-4.976,0.042,0.819,0.042,0.000,0.023,0.860,0.042,0.000,0.024
693,1.2417,1.650,9.726,-5.037,2.349,9.374,-4.969,-3.419,9.737,-5.040,-2.608,9.367,-4.968,0.044,0.816,0.044,0.000,0.031,0.858,0.044,0.000,0.032
694,1.2567,1.576,9.756,-5.034,2.287,9.414,-4.970,-3.486,9.755,-5.039,-2.675,9.414,-4.969,0.038,0.817,0.039,0.000,0.030,0.852,0.039,0.000,0.031
695,1.2717,1.499,9.784,-5.022,2.224,9.458,-4.980,-3.553,9.772,-5.028,-2.743,9.466,-4.978,0.034,0.816,0.034,0.000,0.020,0.843,0.034,0.000,0.022
696,1.2867,1.418,9.814,-5.005,2.161,9.505,-4.996,-3.615,9.785,-5.006,-2.818,9.523,-4.995,0.027,0.815,0.027,0.000,0.004,0.828,0.027,0.000,0.005
697,1.3017,1.345,9.835,-4.982,2.093,9.555,-5.014,-3.686,9.805,-4.988,-2.888,9.575,-5.011,0.027,0.808,0.027,0.000,0.014,0.821,0.027,0.000,0.011
698,1.3167,1.262,9.861,-4.967,2.029,9.597,-5.026,-3.748,9.818,-4.972,-2.965,9.624,-5.025,0.027,0.810,0.027,0.000,0.026,0.808,0.027,0.000,0.025
699,1.3317,1.182,9.881,-4.961,1.965,9.633,-5.031,-3.814,9.834,-4.967,-3.037,9.663,-5.029,0.030,0.813,0.030,0.000,0.031,0.804,0.030,0.000,0.029
700,1.3467,1.111,9.897,-4.970,1.896,9.666,-5.025,-3.889,9.853,-4.972,-3.104,9.693,-5.024,0.027,0.812,0.027,0.000,0.025,0.806,0.027,0.000,0.024
701,1.3617,1.031,9.914,-4.990,1.825,9.695,-5.009,-3.955,9.869,-4.989,-3.184,9.723,-5.009,0.029,0.811,0.029,0.000,0.009,0.796,0.029,0.000,0.009
702,1.3767,0.949,9.930,-5.008,1.763,9.719,-4.992,-4.020,9.882,-5.011,-3.256,9.748,-4.991,0.036,0.821,0.036,0.000,0.008,0.795,0.036,0.000,0.009
703,1.3917,0.868,9.944,-5.024,1.695,9.742,-4.978,-4.086,9.896,-5.033,-3.333,9.772,-4.974,0.042,0.824,0.042,0.000,0.022,0.790,0.042,0.000,0.026
704,1.4067,0.793,9.956,-5.034,1.626,9.761,-4.969,-4.159,9.909,-5.044,-3.403,9.790,-4.966,0.042,0.828,0.042,0.000,0.031,0.794,0.042,0.000,0.034
705,1.4217,0.720,9.967,-5.033,1.551,9.774,-4.970,-4.234,9.922,-5.042,-3.478,9.803,-4.967,0.041,0.826,0.041,0.000,0.030,0.793,0.041,0.000,0.033
706,1.4367,0.652,9.975,-5.021,1.474,9.783,-4.980,-4.315,9.935,-5.030,-3.547,9.808,-4.977,0.033,0.824,0.033,0.000,0.020,0.799,0.033,0.000,0.023
707,1.4517,0.580,9.981,-5.005,1.403,9.788,-4.995,-4.392,9.948,-5.009,-3.615,9.808,-4.994,0.027,0.828,0.027,0.000,0.005,0.806,0.027,0.000,0.006
708,1.4667,0.513,9.984,-4.986,1.325,9.793,-5.012,-4.474,9.962,-4.987,-3.683,9.807,-5.011,0.016,0.825,0.016,0.000,0.012,0.814,0.016,0.000,0.011
709,1.4817,0.437,9.985,-4.975,1.253,9.801,-5.023,-4.547,9.975,-4.966,-3.757,9.808,-5.026,0.012,0.828,0.012,0.000,0.023,0.817,0.012,0.000,0.026
710,1.4967,0.361,9.988,-4.971,1.186,9.812,-5.027,-4.621,9.985,-4.959,-3.825,9.813,-5.031,0.011,0.835,0.012,0.000,0.027,0.824,0.012,0.000,0.031
711,1.5117,0.292,9.989,-4.979,1.108,9.828,-5.021,-4.701,9.994,-4.966,-3.897,9.824,-5.025,0.006,0.829,0.007,0.000,0.021,0.825,0.007,0.000,0.025
712,1.5267,0.225,9.989,-4.998,1.031,9.845,-5.005,-4.785,10.002,-4.983,-3.963,9.837,-5.011,0.010,0.824,0.011,0.000,0.005,0.832,0.011,0.000,0.011
713,1.5417,0.158,9.988,-5.018,0.960,9.860,-4.989,-4.867,10.008,-5.004,-4.025,9.848,-4.993,0.020,0.826,0.020,0.000,0.011,0.843,0.020,0.000,0.007
714,1.5567,0.080,9.989,-5.031,0.889,9.876,-4.975,-4.939,10.010,-5.029,-4.099,9.862,-4.975,0.018,0.828,0.018,0.000,0.025,0.843,0.018,0.000,0.025
715,1.5717,0.006,9.987,-5.039,0.819,9.893,-4.967,-5.015,10.013,-5.040,-4.168,9.877,-4.967,0.020,0.831,0.020,0.000,0.033,0.846,0.020,0.000,0.033
716,1.5867,-0.074,9.987,-5.037,0.749,9.913,-4.969,-5.085,10.011,-5.037,-4.245,9.898,-4.969,0.016,0.833,0.016,0.000,0.031,0.841,0.016,0.000,0.031
717,1.6017,-0.145,9.984,-5.022,0.672,9.939,-4.981,-5.164,10.012,-5.023,-4.316,9.922,-4.981,0.021,0.829,0.021,0.000,0.019,0.842,0.021,0.000,0.019
718,1.6167,-0.226,9.981,-5.003,0.602,9.966,-4.998,-5.232,10.009,-5.002,-4.395,9.949,-4.998,0.018,0.832,0.018,0.000,0.002,0.836,0.018,0.000,0.002
719,1.6317,-0.298,9.973,-4.977,0.525,9.995,-5.017,-5.311,10.008,-4.986,-4.468,9.973,-5.014,0.023,0.829,0.023,0.000,0.017,0.837,0.023,0.000,0.014
720,1.6467,-0.375,9.967,-4.961,0.454,10.017,-5.030,-5.383,10.004,-4.973,-4.541,9.994,-5.026,0.023,0.834,0.024,0.000,0.030,0.838,0.024,0.000,0.026
721,1.6617,-0.453,9.962,-4.958,0.383,10.031,-5.033,-5.455,9.997,-4.966,-4.616,10.009,-5.030,0.022,0.839,0.022,0.000,0.033,0.839,0.022,0.000,0.030
722,1.6767,-0.535,9.956,-4.968,0.312,10.038,-5.026,-5.522,9.988,-4.970,-4.697,10.019,-5.025,0.021,0.843,0.021,0.000,0.026,0.833,0.021,0.000,0.025
723,1.6917,-0.613,9.949,-4.991,0.240,10.042,-5.010,-5.593,9.978,-4.983,-4.772,10.024,-5.012,0.022,0.847,0.022,0.000,0.010,0.833,0.022,0.000,0.012
724,1.7067,-0.691,9.941,-5.019,0.163,10.044,-4.989,-5.664,9.967,-5.001,-4.853,10.028,-4.995,0.023,0.845,0.024,0.000,0.011,0.827,0.024,0.000,0.005
725,1.7217,-0.762,9.933,-5.041,0.085,10.042,-4.972,-5.742,9.953,-5.015,-4.928,10.030,-4.981,0.018,0.843,0.020,0.000,0.028,0.829,0.020,0.000,0.019
726,1.7367,-0.831,9.925,-5.051,0.012,10.035,-4.964,-5.820,9.938,-5.023,-4.995,10.027,-4.974,0.011,0.845,0.015,0.000,0.036,0.837,0.015,0.000,0.026
727,1.7517,-0.909,9.915,-5.050,-0.062,10.022,-4.965,-5.891,9.922,-5.020,-5.073,10.018,-4.976,0.012,0.845,0.016,0.000,0.035,0.833,0.016,0.000,0.024
728,1.7667,-0.980,9.904,-5.040,-0.136,10.004,-4.974,-5.966,9.905,-5.007,-5.145,10.003,-4.986,0.009,0.843,0.015,0.000,0.026,0.835,0.015,0.000,0.014
729,1.7817,-1.055,9.889,-5.025,-0.211,9.982,-4.988,-6.038,9.889,-4.986,-5.222,9.982,-5.002,0.011,0.841,0.018,0.000,0.012,0.830,0.018,0.000,0.002
730,1.7967,-1.120,9.875,-5.004,-0.293,9.958,-5.005,-6.120,9.871,-4.969,-5.292,9.961,-5.017,0.003,0.831,0.013,0.000,0.005,0.832,0.013,0.000,0.017
731,1.8117,-1.193,9.858,-4.989,-0.368,9.938,-5.017,-6.193,9.853,-4.956,-5.368,9.941,-5.029,0.003,0.829,0.012,0.000,0.017,0.829,0.012,0.000,0.029
732,1.8267,-1.256,9.842,-4.980,-0.450,9.921,-5.022,-6.275,9.833,-4.955,-5.438,9.927,-5.031,0.013,0.820,0.016,0.000,0.022,0.833,0.016,0.000,0.031
733,1.8417,-1.325,9.823,-4.983,-0.525,9.910,-5.018,-6.351,9.812,-4.967,-5.509,9.916,-5.024,0.017,0.819,0.018,0.000,0.018,0.836,0.018,0.000,0.024
734,1.8567,-1.390,9.803,-4.997,-0.605,9.900,-5.005,-6.431,9.791,-4.988,-5.579,9.907,-5.008,0.027,0.812,0.027,0.000,0.005,0.839,0.027,0.000,0.008
735,1.8717,-1.469,9.779,-5.009,-0.672,9.891,-4.991,-6.495,9.772,-5.015,-5.656,9.895,-4.989,0.016,0.818,0.017,0.000,0.009,0.835,0.017,0.000,0.011
