tick,theta,d1_x_cmd,d1_y_cmd,d1_z_cmd,d1_x_act,d1_y_act,d1_z_act,d2_x_cmd,d2_y_cmd,d2_z_cmd,d2_x_act,d2_y_act,d2_z_act,formation_error,d1_track,d1_formation,d1_avoidance,d1_altitude,d2_track,d2_formation,d2_avoidance,d2_altitude
736,1.8867,-1.536,9.756,-5.026,-0.750,9.881,-4.977,-6.571,9.749,-5.032,-5.728,9.885,-4.975,0.022,0.814,0.022,0.000,0.023,0.836,0.022,0.000,0.025
737,1.9017,-1.614,9.731,-5.033,-0.821,9.874,-4.971,-6.635,9.726,-5.040,-5.808,9.878,-4.968,0.013,0.818,0.014,0.000,0.029,0.831,0.014,0.000,0.032
738,1.9167,-1.684,9.707,-5.030,-0.896,9.871,-4.974,-6.707,9.701,-5.035,-5.882,9.875,-4.972,0.015,0.816,0.015,0.000,0.026,0.832,0.015,0.000,0.028
739,1.9317,-1.753,9.681,-5.017,-0.966,9.871,-4.984,-6.778,9.674,-5.023,-5.950,9.875,-4.982,0.016,0.822,0.017,0.000,0.016,0.839,0.017,0.000,0.018
740,1.9467,-1.832,9.655,-5.000,-1.037,9.873,-5.000,-6.839,9.647,-5.002,-6.032,9.878,-4.999,0.007,0.829,0.007,0.000,0.000,0.835,0.007,0.000,0.001
741,1.9617,-1.910,9.627,-4.983,-1.101,9.873,-5.014,-6.900,9.619,-4.982,-6.108,9.878,-5.015,0.008,0.842,0.008,0.000,0.014,0.837,0.008,0.000,0.015
742,1.9767,-1.984,9.598,-4.966,-1.177,9.869,-5.028,-6.964,9.589,-4.967,-6.190,9.874,-5.028,0.014,0.844,0.014,0.000,0.028,0.833,0.014,0.000,0.028
743,1.9917,-2.053,9.569,-4.960,-1.252,9.857,-5.032,-7.032,9.558,-4.963,-6.265,9.864,-5.031,0.015,0.844,0.015,0.000,0.032,0.834,0.015,0.000,0.031
744,2.0067,-2.131,9.536,-4.967,-1.321,9.842,-5.026,-7.092,9.529,-4.973,-6.345,9.847,-5.024,0.025,0.850,0.025,0.000,0.026,0.829,0.025,0.000,0.024
745,2.0217,-2.196,9.503,-4.986,-1.395,9.823,-5.011,-7.161,9.497,-4.991,-6.417,9.827,-5.009,0.022,0.848,0.022,0.000,0.011,0.829,0.022,0.000,0.009
746,2.0367,-2.269,9.467,-5.006,-1.463,9.804,-4.993,-7.223,9.467,-5.014,-6.493,9.804,-4.990,0.029,0.852,0.029,0.000,0.007,0.826,0.029,0.000,0.010
747,2.0517,-2.327,9.435,-5.027,-1.539,9.781,-4.977,-7.299,9.431,-5.028,-6.556,9.783,-4.977,0.017,0.849,0.017,0.000,0.023,0.834,0.017,0.000,0.023
748,2.0667,-2.400,9.396,-5.036,-1.603,9.756,-4.970,-7.358,9.400,-5.037,-6.629,9.753,-4.970,0.027,0.856,0.027,0.000,0.030,0.830,0.027,0.000,0.030
749,2.0817,-2.463,9.359,-5.038,-1.673,9.723,-4.970,-7.426,9.364,-5.031,-6.696,9.720,-4.972,0.023,0.853,0.023,0.000,0.030,0.830,0.023,0.000,0.028
750,2.0967,-2.515,9.328,-5.027,-1.750,9.680,-4.980,-7.505,9.321,-5.019,-6.757,9.684,-4.982,0.008,0.839,0.008,0.000,0.020,0.835,0.008,0.000,0.018
751,2.1117,-2.575,9.289,-5.011,-1.828,9.632,-4.994,-7.574,9.283,-4.995,-6.829,9.635,-5.000,0.004,0.823,0.007,0.000,0.006,0.823,0.007,0.000,0.000
752,2.1267,-2.635,9.249,-4.998,-1.900,9.586,-5.008,-7.642,9.245,-4.971,-6.896,9.589,-5.018,0.005,0.813,0.011,0.000,0.008,0.818,0.011,0.000,0.018
753,2.1417,-2.699,9.204,-4.990,-1.972,9.544,-5.018,-7.705,9.210,-4.951,-6.968,9.541,-5.032,0.005,0.805,0.015,0.000,0.018,0.807,0.015,0.000,0.032
754,2.1567,-2.763,9.160,-4.986,-2.037,9.510,-5.021,-7.767,9.173,-4.947,-7.035,9.502,-5.035,0.008,0.805,0.016,0.000,0.021,0.804,0.016,0.000,0.035
755,2.1717,-2.822,9.116,-4.989,-2.114,9.473,-5.016,-7.832,9.132,-4.961,-7.107,9.464,-5.026,0.012,0.794,0.016,0.000,0.016,0.796,0.016,0.000,0.026
756,2.1867,-2.876,9.074,-5.002,-2.190,9.439,-5.003,-7.901,9.089,-4.984,-7.174,9.430,-5.009,0.018,0.785,0.019,0.000,0.003,0.795,0.019,0.000,0.009
757,2.2017,-2.940,9.026,-5.015,-2.258,9.407,-4.988,-7.959,9.048,-5.014,-7.246,9.393,-4.988,0.018,0.784,0.018,0.000,0.012,0.788,0.018,0.000,0.012
758,2.2167,-2.991,8.985,-5.030,-2.330,9.373,-4.974,-8.028,9.001,-5.033,-7.307,9.363,-4.973,0.025,0.779,0.025,0.000,0.026,0.795,0.025,0.000,0.027
759,2.2317,-3.055,8.937,-5.034,-2.395,9.344,-4.968,-8.084,8.958,-5.047,-7.377,9.331,-4.964,0.022,0.783,0.023,0.000,0.032,0.792,0.023,0.000,0.036
760,2.2467,-3.110,8.892,-5.029,-2.465,9.317,-4.971,-8.146,8.909,-5.047,-7.442,9.306,-4.965,0.025,0.783,0.026,0.000,0.029,0.798,0.026,0.000,0.035
761,2.2617,-3.177,8.843,-5.020,-2.524,9.297,-4.981,-8.195,8.863,-5.030,-7.512,9.284,-4.978,0.017,0.797,0.018,0.000,0.019,0.800,0.018,0.000,0.022
762,2.2767,-3.231,8.798,-5.001,-2.593,9.275,-4.998,-8.256,8.812,-5.007,-7.577,9.267,-4.995,0.018,0.803,0.018,0.000,0.002,0.810,0.018,0.000,0.005
763,2.2917,-3.294,8.751,-4.986,-2.656,9.254,-5.013,-8.307,8.761,-4.981,-7.648,9.247,-5.015,0.010,0.814,0.010,0.000,0.013,0.817,0.010,0.000,0.015
764,2.3067,-3.348,8.706,-4.974,-2.717,9.227,-5.023,-8.364,8.706,-4.966,-7.707,9.228,-5.027,0.010,0.825,0.010,0.000,0.023,0.833,0.010,0.000,0.027
765,2.3217,-3.407,8.660,-4.973,-2.775,9.194,-5.026,-8.416,8.651,-4.959,-7.770,9.200,-5.031,0.008,0.834,0.009,0.000,0.026,0.842,0.009,0.000,0.031
766,2.3367,-3.470,8.611,-4.982,-2.832,9.156,-5.019,-8.462,8.597,-4.966,-7.838,9.165,-5.024,0.010,0.841,0.012,0.000,0.019,0.843,0.012,0.000,0.024
767,2.3517,-3.524,8.565,-5.002,-2.893,9.112,-5.003,-8.515,8.538,-4.983,-7.899,9.129,-5.010,0.018,0.840,0.019,0.000,0.003,0.848,0.019,0.000,0.010
768,2.3667,-3.585,8.512,-5.022,-2.950,9.070,-4.985,-8.560,8.485,-5.008,-7.965,9.087,-4.990,0.023,0.845,0.023,0.000,0.015,0.846,0.023,0.000,0.010
769,2.3817,-3.636,8.463,-5.040,-3.011,9.021,-4.970,-8.614,8.426,-5.025,-8.025,9.044,-4.975,0.027,0.843,0.027,0.000,0.030,0.849,0.027,0.000,0.025
770,2.3967,-3.693,8.405,-5.045,-3.067,8.972,-4.965,-8.659,8.374,-5.035,-8.089,8.992,-4.968,0.029,0.843,0.029,0.000,0.035,0.842,0.029,0.000,0.032
771,2.4117,-3.741,8.352,-5.040,-3.124,8.919,-4.968,-8.712,8.316,-5.033,-8.142,8.941,-4.971,0.029,0.840,0.029,0.000,0.032,0.843,0.029,0.000,0.029
772,2.4267,-3.790,8.292,-5.022,-3.184,8.855,-4.982,-8.761,8.263,-5.020,-8.203,8.873,-4.983,0.026,0.827,0.026,0.000,0.018,0.827,0.026,0.000,0.017
773,2.4417,-3.838,8.231,-5.002,-3.240,8.793,-4.999,-8.811,8.210,-4.999,-8.257,8.806,-5.000,0.021,0.818,0.021,0.000,0.001,0.815,0.021,0.000,0.000
774,2.4567,-3.887,8.164,-4.984,-3.295,8.730,-5.016,-8.857,8.162,-4.974,-8.314,8.731,-5.019,0.019,0.809,0.019,0.000,0.016,0.797,0.019,0.000,0.019
775,2.4717,-3.932,8.100,-4.970,-3.350,8.669,-5.028,-8.907,8.109,-4.959,-8.366,8.664,-5.032,0.017,0.803,0.017,0.000,0.028,0.788,0.017,0.000,0.032
776,2.4867,-3.976,8.038,-4.963,-3.408,8.607,-5.032,-8.955,8.053,-4.957,-8.421,8.598,-5.035,0.016,0.792,0.016,0.000,0.032,0.776,0.016,0.000,0.035
777,2.5017,-4.015,7.980,-4.969,-3.463,8.553,-5.027,-9.007,7.991,-4.967,-8.467,8.545,-5.027,0.009,0.789,0.009,0.000,0.027,0.781,0.009,0.000,0.027
778,2.5167,-4.055,7.917,-4.983,-3.517,8.500,-5.013,-9.056,7.933,-4.988,-8.517,8.490,-5.011,0.010,0.787,0.010,0.000,0.013,0.781,0.010,0.000,0.011
779,2.5317,-4.098,7.852,-5.000,-3.571,8.446,-4.996,-9.099,7.876,-5.015,-8.570,8.431,-4.991,0.015,0.786,0.016,0.000,0.004,0.775,0.016,0.000,0.009
780,2.5467,-4.134,7.794,-5.019,-3.628,8.388,-4.981,-9.148,7.810,-5.033,-8.619,8.378,-4.976,0.014,0.779,0.015,0.000,0.019,0.778,0.015,0.000,0.024
781,2.5617,-4.178,7.730,-5.027,-3.679,8.337,-4.974,-9.187,7.750,-5.042,-8.673,8.324,-4.969,0.014,0.782,0.015,0.000,0.026,0.776,0.015,0.000,0.031
782,2.5767,-4.216,7.672,-5.025,-3.732,8.286,-4.977,-9.230,7.681,-5.036,-8.723,8.280,-4.973,0.010,0.783,0.011,0.000,0.023,0.784,0.011,0.000,0.027
783,2.5917,-4.262,7.608,-5.014,-3.779,8.244,-4.987,-9.264,7.618,-5.018,-8.778,8.238,-4.986,0.007,0.796,0.007,0.000,0.013,0.791,0.007,0.000,0.014
784,2.6067,-4.297,7.551,-4.994,-3.829,8.203,-5.003,-9.306,7.547,-5.001,-8.823,8.205,-5.001,0.006,0.807,0.006,0.000,0.003,0.812,0.006,0.000,0.001
785,2.6217,-4.342,7.486,-4.978,-3.873,8.164,-5.019,-9.337,7.482,-4.977,-8.876,8.167,-5.019,0.004,0.825,0.004,0.000,0.019,0.826,0.004,0.000,0.019
786,2.6367,-4.382,7.423,-4.965,-3.911,8.126,-5.030,-9.370,7.414,-4.963,-8.919,8.132,-5.030,0.010,0.847,0.010,0.000,0.030,0.848,0.010,0.000,0.030
787,2.6517,-4.420,7.364,-4.960,-3.954,8.074,-5.034,-9.404,7.341,-4.959,-8.964,8.088,-5.034,0.017,0.855,0.017,0.000,0.034,0.862,0.017,0.000,0.034
788,2.6667,-4.461,7.292,-4.960,-3.958,8.070,-5.033,-9.433,7.281,-4.960,-8.975,8.077,-5.033,0.019,0.924,0.019,0.000,0.033,0.921,0.019,0.000,0.033
789,2.6817,-4.490,7.232,-4.962,-3.971,8.052,-5.032,-9.471,7.206,-4.961,-8.982,8.069,-5.033,0.020,0.977,0.020,0.000,0.032,0.985,0.020,0.000,0.033
790,2.6967,-4.531,7.161,-4.971,-4.006,8.002,-5.023,-9.495,7.142,-4.977,-9.029,8.014,-5.021,0.026,0.990,0.026,0.000,0.023,0.989,0.026,0.000,0.021
791,2.7117,-4.562,7.100,-4.992,-4.049,7.940,-5.006,-9.528,7.068,-4.997,-9.070,7.961,-5.004,0.029,0.990,0.029,0.000,0.006,0.997,0.029,0.000,0.004
792,2.7267,-4.595,7.030,-5.011,-4.090,7.881,-4.989,-9.556,7.001,-5.021,-9.114,7.899,-4.985,0.030,0.993,0.030,0.000,0.011,0.997,0.030,0.000,0.015
793,2.7417,-4.620,6.966,-5.026,-4.135,7.811,-4.976,-9.591,6.927,-5.037,-9.153,7.836,-4.972,0.030,0.985,0.030,0.000,0.024,0.998,0.030,0.000,0.028
794,2.7567,-4.646,6.892,-5.028,-4.178,7.740,-4.972,-9.622,6.862,-5.045,-9.193,7.759,-4.966,0.024,0.977,0.025,0.000,0.028,0.987,0.025,0.000,0.034
795,2.7717,-4.662,6.833,-5.017,-4.225,7.655,-4.980,-9.661,6.782,-5.045,-9.225,7.687,-4.969,0.032,0.954,0.033,0.000,0.020,0.982,0.033,0.000,0.031
796,2.7867,-4.685,6.756,-4.998,-4.268,7.570,-4.994,-9.692,6.718,-5.031,-9.263,7.594,-4.982,0.024,0.933,0.027,0.000,0.006,0.956,0.027,0.000,0.018
797,2.8017,-4.703,6.684,-4.978,-4.311,7.482,-5.010,-9.725,6.650,-5.011,-9.297,7.503,-4.999,0.025,0.910,0.028,0.000,0.010,0.935,0.028,0.000,0.001
798,2.8167,-4.723,6.604,-4.964,-4.353,7.396,-5.025,-9.754,6.588,-4.985,-9.333,7.405,-5.018,0.022,0.888,0.023,0.000,0.025,0.905,0.023,0.000,0.018
799,2.8317,-4.737,6.534,-4.955,-4.398,7.306,-5.034,-9.787,6.515,-4.969,-9.366,7.318,-5.029,0.034,0.862,0.034,0.000,0.034,0.887,0.034,0.000,0.029
800,2.8467,-4.751,6.464,-4.959,-4.438,7.228,-5.033,-9.817,6.442,-4.964,-9.397,7.242,-5.031,0.044,0.849,0.044,0.000,0.033,0.879,0.044,0.000,0.031
801,2.8617,-4.773,6.378,-4.973,-4.473,7.160,-5.022,-9.838,6.384,-4.976,-9.433,7.156,-5.021,0.040,0.847,0.040,0.000,0.022,0.860,0.040,0.000,0.021
802,2.8767,-4.790,6.307,-5.000,-4.511,7.080,-5.001,-9.862,6.311,-4.995,-9.466,7.078,-5.003,0.045,0.833,0.045,0.000,0.001,0.849,0.045,0.000,0.003
803,2.8917,-4.812,6.225,-5.023,-4.543,7.008,-4.981,-9.877,6.248,-5.023,-9.502,6.993,-4.981,0.043,0.828,0.043,0.000,0.019,0.831,0.043,0.000,0.019
804,2.9067,-4.831,6.153,-5.042,-4.575,6.931,-4.965,-9.894,6.174,-5.040,-9.536,6.918,-4.966,0.041,0.820,0.041,0.000,0.035,0.823,0.041,0.000,0.034
805,2.9217,-4.856,6.073,-5.047,-4.601,6.865,-4.961,-9.903,6.108,-5.049,-9.572,6.843,-4.960,0.036,0.824,0.036,0.000,0.039,0.814,0.036,0.000,0.040
806,2.9367,-4.878,6.003,-5.037,-4.627,6.799,-4.968,-9.913,6.032,-5.043,-9.605,6.780,-4.966,0.029,0.827,0.029,0.000,0.032,0.817,0.029,0.000,0.034
807,2.9517,-4.903,5.924,-5.019,-4.650,6.743,-4.983,-9.917,5.964,-5.023,-9.641,6.719,-4.982,0.026,0.841,0.026,0.000,0.017,0.821,0.026,0.000,0.018
808,2.9667,-4.923,5.852,-4.991,-4.674,6.686,-5.005,-9.925,5.888,-5.004,-9.673,6.665,-5.000,0.022,0.854,0.022,0.000,0.005,0.833,0.022,0.000,0.000
809,2.9817,-4.943,5.778,-4.967,-4.696,6.633,-5.023,-9.929,5.814,-4.984,-9.705,6.611,-5.017,0.024,0.871,0.024,0.000,0.023,0.847,0.024,0.000,0.017
810,2.9967,-4.961,5.710,-4.951,-4.719,6.568,-5.036,-9.934,5.734,-4.972,-9.736,6.553,-5.028,0.023,0.877,0.024,0.000,0.036,0.858,0.024,0.000,0.028
811,3.0117,-4.983,5.631,-4.951,-4.737,6.508,-5.036,-9.932,5.664,-4.969,-9.769,6.487,-5.030,0.038,0.889,0.039,0.000,0.036,0.860,0.039,0.000,0.030
812,3.0267,-4.999,5.565,-4.965,-4.757,6.438,-5.026,-9.935,5.582,-4.976,-9.797,6.427,-5.022,0.042,0.890,0.042,0.000,0.026,0.871,0.042,0.000,0.022
813,3.0417,-5.015,5.494,-4.988,-4.776,6.366,-5.009,-9.935,5.504,-4.994,-9.826,6.360,-5.007,0.051,0.890,0.051,0.000,0.009,0.874,0.051,0.000,0.007
814,3.0567,-5.030,5.419,-5.012,-4.795,6.294,-4.989,-9.934,5.429,-5.016,-9.855,6.287,-4.988,0.060,0.890,0.061,0.000,0.011,0.873,0.061,0.000,0.012
815,3.0717,-5.038,5.353,-5.033,-4.816,6.213,-4.973,-9.937,5.345,-5.030,-9.878,6.218,-4.974,0.063,0.881,0.063,0.000,0.027,0.876,0.063,0.000,0.026
816,3.0867,-5.045,5.278,-5.039,-4.835,6.134,-4.968,-9.940,5.270,-5.037,-9.901,6.139,-4.969,0.066,0.874,0.066,0.000,0.032,0.870,0.066,0.000,0.031
817,3.1017,-5.045,5.213,-5.031,-4.857,6.043,-4.974,-9.947,5.186,-5.031,-9.918,6.060,-4.974,0.063,0.855,0.063,0.000,0.026,0.864,0.063,0.000,0.026
818,3.1167,-5.043,5.135,-5.014,-4.877,5.954,-4.989,-9.954,5.114,-5.013,-9.933,5.967,-4.989,0.057,0.838,0.057,0.000,0.011,0.845,0.057,0.000,0.011
819,3.1317,-5.036,5.066,-4.989,-4.899,5.856,-5.008,-9.964,5.033,-4.992,-9.944,5.877,-5.007,0.050,0.813,0.050,0.000,0.008,0.829,0.050,0.000,0.007
820,3.1467,-5.027,4.985,-4.971,-4.920,5.767,-5.025,-9.973,4.964,-4.969,-9.953,5.780,-5.025,0.036,0.797,0.036,0.000,0.025,0.807,0.036,0.000,0.025
821,3.1617,-5.013,4.915,-4.957,-4.941,5.675,-5.036,-9.985,4.884,-4.957,-9.959,5.694,-5.036,0.026,0.779,0.026,0.000,0.036,0.797,0.026,0.000,0.036
822,3.1767,-4.998,4.839,-4.955,-4.960,5.596,-5.037,-9.996,4.810,-4.957,-9.961,5.614,-5.036,0.018,0.773,0.019,0.000,0.037,0.792,0.019,0.000,0.036
823,3.1917,-4.982,4.764,-4.966,-4.977,5.521,-5.028,-10.005,4.735,-4.969,-9.963,5.538,-5.027,0.023,0.772,0.023,0.000,0.028,0.790,0.023,0.000,0.027
824,3.2067,-4.967,4.683,-4.984,-4.992,5.447,-5.011,-10.012,4.667,-4.993,-9.964,5.457,-5.008,0.030,0.773,0.030,0.000,0.011,0.783,0.030,0.000,0.008
825,3.2217,-4.953,4.611,-5.008,-5.004,5.369,-4.992,-10.015,4.589,-5.016,-9.966,5.383,-4.989,0.041,0.769,0.041,0.000,0.008,0.783,0.041,0.000,0.011
826,3.2367,-4.942,4.529,-5.022,-5.013,5.299,-4.978,-10.013,4.522,-5.037,-9.968,5.303,-4.973,0.044,0.775,0.045,0.000,0.022,0.778,0.045,0.000,0.027
827,3.2517,-4.933,4.455,-5.029,-5.018,5.233,-4.972,-10.007,4.446,-5.044,-9.971,5.239,-4.967,0.047,0.784,0.047,0.000,0.028,0.789,0.047,0.000,0.033
828,3.2667,-4.925,4.377,-5.025,-5.020,5.172,-4.976,-9.997,4.375,-5.040,-9.975,5.173,-4.970,0.045,0.798,0.045,0.000,0.024,0.798,0.045,0.000,0.030
829,3.2817,-4.919,4.295,-5.012,-5.020,5.115,-4.987,-9.983,4.309,-5.024,-9.980,5.107,-4.983,0.041,0.817,0.041,0.000,0.013,0.806,0.041,0.000,0.017
830,3.2967,-4.912,4.217,-4.991,-5.019,5.062,-5.004,-9.967,4.239,-5.005,-9.985,5.048,-4.999,0.037,0.838,0.037,0.000,0.004,0.822,0.037,0.000,0.001
831,3.3117,-4.906,4.139,-4.969,-5.017,5.003,-5.022,-9.949,4.168,-4.984,-9.989,4.985,-5.017,0.032,0.854,0.033,0.000,0.022,0.834,0.033,0.000,0.017
832,3.3267,-4.899,4.069,-4.953,-5.013,4.937,-5.034,-9.930,4.091,-4.972,-9.994,4.923,-5.028,0.024,0.864,0.025,0.000,0.034,0.848,0.025,0.000,0.028
833,3.3417,-4.891,3.992,-4.953,-5.008,4.870,-5.036,-9.909,4.021,-4.967,-9.997,4.852,-5.031,0.021,0.871,0.022,0.000,0.036,0.852,0.022,0.000,0.031
834,3.3567,-4.883,3.925,-4.969,-5.001,4.792,-5.025,-9.886,3.940,-4.973,-9.999,4.783,-5.023,0.010,0.868,0.010,0.000,0.025,0.858,0.010,0.000,0.023
835,3.3717,-4.874,3.855,-4.993,-4.993,4.719,-5.007,-9.863,3.864,-4.988,-10.000,4.713,-5.009,0.009,0.868,0.009,0.000,0.007,0.864,0.009,0.000,0.009
836,3.3867,-4.863,3.786,-5.016,-4.983,4.645,-4.989,-9.839,3.788,-5.006,-9.998,4.644,-4.993,0.015,0.868,0.015,0.000,0.011,0.870,0.015,0.000,0.007
837,3.4017,-4.849,3.712,-5.032,-4.972,4.569,-4.975,-9.815,3.716,-5.024,-9.994,4.566,-4.978,0.022,0.867,0.022,0.000,0.025,0.868,0.022,0.000,0.022
838,3.4167,-4.833,3.643,-5.038,-4.960,4.489,-4.970,-9.791,3.641,-5.031,-9.987,4.491,-4.973,0.027,0.861,0.027,0.000,0.030,0.867,0.027,0.000,0.027
839,3.4317,-4.815,3.574,-5.033,-4.946,4.398,-4.974,-9.767,3.565,-5.026,-9.976,4.403,-4.977,0.030,0.843,0.030,0.000,0.026,0.854,0.030,0.000,0.023
840,3.4467,-4.795,3.517,-5.016,-4.931,4.301,-4.987,-9.743,3.479,-5.014,-9.964,4.324,-4.988,0.040,0.819,0.040,0.000,0.013,0.849,0.040,0.000,0.012
841,3.4617,-4.771,3.441,-5.000,-4.918,4.217,-5.002,-9.721,3.412,-4.992,-9.949,4.235,-5.005,0.036,0.809,0.036,0.000,0.002,0.833,0.036,0.000,0.005
842,3.4767,-4.746,3.364,-4.984,-4.902,4.128,-5.017,-9.698,3.347,-4.967,-9.932,4.138,-5.023,0.032,0.793,0.032,0.000,0.017,0.811,0.032,0.000,0.023
843,3.4917,-4.721,3.299,-4.970,-4.886,4.036,-5.029,-9.672,3.271,-4.954,-9.916,4.054,-5.035,0.035,0.775,0.036,0.000,0.029,0.800,0.036,0.000,0.035
844,3.5067,-4.692,3.223,-4.967,-4.870,3.959,-5.031,-9.648,3.206,-4.953,-9.898,3.969,-5.036,0.029,0.771,0.030,0.000,0.031,0.789,0.030,0.000,0.036
845,3.5217,-4.664,3.153,-4.975,-4.854,3.885,-5.023,-9.623,3.137,-4.967,-9.880,3.896,-5.026,0.028,0.770,0.028,0.000,0.023,0.788,0.028,0.000,0.026
